baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000024270.11	2014.39555016452	-0.737540693835682	0.0886050319931399	-8.32391431101549	8.51051398503585e-17	1.31373120731691e-15
ENSMUSG00000019467.15	1966.9868354311	-0.824684439291504	0.0990978241906974	-8.32192276698765	8.65477009172462e-17	1.33500312712397e-15
ENSMUSG00000070780.11	57.0747523179975	2.58717854223226	0.310964543951295	8.31985058282876	8.80742702059531e-17	1.35753821103587e-15
ENSMUSG00000022419.16	323.016366807985	1.23556306464737	0.148555148505766	8.31720123519929	9.00647620579445e-17	1.3871238975613e-15
ENSMUSG00000026764.15	295.246981560085	1.28855931852132	0.154928580436526	8.31711821595914	9.01278471511911e-17	1.3871238975613e-15
ENSMUSG00000046434.16	4188.59497396992	0.828320143566991	0.0996644833051667	8.31108651846139	9.48297519481933e-17	1.45840402903225e-15
ENSMUSG00000027082.15	643.638701838545	-1.30254342365301	0.156762562336819	-8.3090210075437	9.64948399598633e-17	1.48290918615882e-15
ENSMUSG00000064080.12	42084.9063165165	-0.934798939301687	0.112584025487535	-8.30312235908803	1.01410339848521e-16	1.55729241259588e-15
ENSMUSG00000028693.15	1201.65610655747	1.44539784071727	0.174098450381457	8.3021867084419	1.02212407960761e-16	1.56844485064416e-15
ENSMUSG00000036492.12	47.9338794293684	3.11311743507347	0.375014396754855	8.30132779437932	1.02954200251806e-16	1.57865651016205e-15
ENSMUSG00000043029.2	48.1380149049185	5.82751070420043	0.702041512180837	8.30080643820865	1.03407050554775e-16	1.58442580794483e-15
ENSMUSG00000019872.13	948.622360810338	0.84537468179869	0.101880485431455	8.29770959785477	1.06137736097384e-16	1.62506222884855e-15
ENSMUSG00000030956.15	1026.43817630883	1.00372629205276	0.120988213148195	8.29606674844706	1.07615083479337e-16	1.64646301906072e-15
ENSMUSG00000025082.8	88.9650086286426	9.92464751861219	1.19648759861205	8.29481854231082	1.08751082584733e-16	1.66261355747612e-15
ENSMUSG00000035305.5	220.857861153656	-1.33692466014967	0.161235873125531	-8.29173207074582	1.11611114661808e-16	1.70507821771011e-15
ENSMUSG00000052997.15	2439.28947670515	0.732732296861582	0.0884034280691097	8.28850546710434	1.1468029304878e-16	1.75067296067455e-15
ENSMUSG00000020091.15	2544.27136918235	0.781970909587465	0.0944042760175235	8.28321494083926	1.19893744000257e-16	1.82891009929595e-15
ENSMUSG00000034023.16	204.032518213904	1.35497552333903	0.163671320111429	8.27863746939016	1.24592610878578e-16	1.89918802949401e-15
ENSMUSG00000034917.8	172.242744115078	9.91474014083209	1.19781874541923	8.27732925265081	1.25968569320485e-16	1.91874805330944e-15
ENSMUSG00000039208.15	306.561135055669	-1.2857147863629	0.155468159112354	-8.2699556854837	1.34008814624808e-16	2.03971473915684e-15
ENSMUSG00000060703.12	433.836205132037	-1.16046363609444	0.140330125419045	-8.26952610944467	1.34492520521894e-16	2.04557190220248e-15
ENSMUSG00000034858.16	545.313004772511	-0.97441410628569	0.117846382540087	-8.26851096557187	1.35642431463757e-16	2.06154569788965e-15
ENSMUSG00000024620.11	3206.62993230872	-1.1811697955705	0.142854631203694	-8.26833393931972	1.3584394937017e-16	2.06309257909102e-15
ENSMUSG00000007021.5	51.6408776154838	3.2301861031409	0.390798507265194	8.26560501918427	1.38988024368811e-16	2.10929367870056e-15
ENSMUSG00000007888.15	1529.625938527	-1.14839664572602	0.138939941670283	-8.26541764679348	1.3920651527057e-16	2.11106068062444e-15
ENSMUSG00000020520.14	1111.80172291212	-1.05424337400862	0.127576493974549	-8.26361770232485	1.41322718904332e-16	2.14158274031949e-15
ENSMUSG00000000028.15	247.91083771613	1.26700446472601	0.153437243646176	8.25747670264271	1.48784231780121e-16	2.25300280700718e-15
ENSMUSG00000034453.8	869.861140153728	0.850965020418727	0.103073681809001	8.25589040270816	1.5077393334451e-16	2.28146218817204e-15
ENSMUSG00000025161.16	824.402612568803	1.53660406160446	0.186177206555507	8.25344890512325	1.53887683337803e-16	2.32687626450472e-15
ENSMUSG00000054162.15	110.523890822765	2.27039267242521	0.275090965853233	8.25324330583982	1.54152769056479e-16	2.32918190499143e-15
ENSMUSG00000074934.3	16191.229631845	-1.12011379529461	0.135731481248959	-8.25242445590123	1.55213012926226e-16	2.34348990684597e-15
ENSMUSG00000054293.10	194.194590264059	-1.45226961086425	0.176036890998942	-8.24980265570003	1.58656304893365e-16	2.39373133969311e-15
ENSMUSG00000028780.13	4711.25487595611	-0.932593298649115	0.113103571693539	-8.2454805333295	1.64497806251896e-16	2.48005621160384e-15
ENSMUSG00000021367.8	62.1940892990729	-2.72328811286938	0.330309744472514	-8.24464963096478	1.65644857918734e-16	2.49553087112091e-15
ENSMUSG00000038375.15	1993.16782742599	-0.774676774392666	0.0940059742305679	-8.24071853659663	1.71179492504942e-16	2.57703624633532e-15
ENSMUSG00000039682.12	2321.37721128967	0.899812052205589	0.109218013851971	8.23867803918458	1.74123807871482e-16	2.61945524787026e-15
ENSMUSG00000050010.8	160.397126367123	9.80650131872574	1.192133166828	8.22601165003963	1.9355019882435e-16	2.90958274904192e-15
ENSMUSG00000031848.15	761.515861822059	1.30249464999159	0.158350764169622	8.2253764724267	1.94578711911561e-16	2.92291986629676e-15
ENSMUSG00000025280.8	834.648695958783	0.906211901898732	0.110220816917007	8.2217853872475	2.00495735931179e-16	3.00961850343718e-15
ENSMUSG00000023048.13	2166.04226925534	1.1137331181401	0.135516370215874	8.21843970854555	2.06167842137444e-16	3.09251763206167e-15
ENSMUSG00000045775.15	44.2327111354018	3.14307174240843	0.382501413152824	8.21715066750001	2.08395185011688e-16	3.12366261012085e-15
ENSMUSG00000027533.10	489.139273051405	1.11067666686355	0.135245495072476	8.21230064830142	2.16990128354982e-16	3.25013816439016e-15
ENSMUSG00000025665.16	173.22087173471	1.79198255357466	0.218287073304113	8.20929304905799	2.22494594542098e-16	3.33017415926433e-15
ENSMUSG00000000915.15	335.892286184542	1.21201016345473	0.14770905617125	8.20538831450905	2.29846771619034e-16	3.43772991391159e-15
ENSMUSG00000028099.8	762.571534665295	0.849969909613122	0.103672119833743	8.19863538023723	2.43131151613074e-16	3.63379181439049e-15
ENSMUSG00000061288.13	1376.57603590538	0.884535731663266	0.107892768345237	8.19828562404587	2.43839435081579e-16	3.64174636437723e-15
ENSMUSG00000079012.11	147.364145080528	-1.78725384267756	0.218020277013152	-8.1976496276525	2.45132592933691e-16	3.65841824302555e-15
ENSMUSG00000031765.8	1813.98375692964	-1.54548704886106	0.188583999867698	-8.19521831091348	2.50138754240031e-16	3.73043989290197e-15
ENSMUSG00000009418.16	2175.26071038131	0.703074207333841	0.0857992439950643	8.19441028378159	2.51824716569221e-16	3.75287771054347e-15
ENSMUSG00000025557.10	83.5773658630167	9.83068300402189	1.20142385100286	8.18252692071656	2.77952623756878e-16	4.13927287430599e-15
ENSMUSG00000018593.13	55517.9250925713	-0.813823736258864	0.0994679298402297	-8.18177011993783	2.79704266712792e-16	4.16236169565044e-15
ENSMUSG00000042599.8	789.939702142482	1.24010892473456	0.151635463174864	8.17822492687269	2.88055693838261e-16	4.28356004819873e-15
ENSMUSG00000032332.17	39269.5698324485	-0.948439104139194	0.115990082824205	-8.17689824031469	2.91243770062639e-16	4.32785731590925e-15
ENSMUSG00000029313.18	2178.24505957909	-0.796840804451209	0.097495941286591	-8.17306642651803	3.00648337860733e-16	4.46440119788174e-15
ENSMUSG00000011008.13	39.7745084573073	3.89797255293477	0.476985391890567	8.17210048610685	3.03065935393466e-16	4.4970723627072e-15
ENSMUSG00000020527.14	769.280049735045	0.823215058053044	0.10075580582373	8.17039823484951	3.0737312906356e-16	4.55771553740483e-15
ENSMUSG00000026697.10	45.378022469277	5.75199018416084	0.704070596199778	8.16962136354964	3.09358838117941e-16	4.58387361494957e-15
ENSMUSG00000018672.15	1090.26300183462	-0.859242534881356	0.105200919886842	-8.16763328500919	3.14498196789896e-16	4.65668947788046e-15
ENSMUSG00000020777.16	2106.28037031514	-0.689108385739436	0.0844400494462086	-8.16091878508933	3.32485680037437e-16	4.91950378510329e-15
ENSMUSG00000024713.16	139.491898454219	-1.61732617467139	0.198371180526972	-8.15302994303391	3.54917689921372e-16	5.24765719515623e-15
ENSMUSG00000037572.17	399.486784612127	1.20976570155285	0.148562443316045	8.14314623904811	3.85136626274229e-16	5.69039365320173e-15
ENSMUSG00000033542.13	1786.09456540816	0.816941578848451	0.10034230922629	8.14154652357162	3.90260524361267e-16	5.76198354490565e-15
ENSMUSG00000023110.12	1205.83439507663	0.860827985080196	0.105783352923722	8.13765078613949	4.03021301290142e-16	5.94614523337132e-15
ENSMUSG00000051586.17	798.040053177698	0.950654570036814	0.116855814933507	8.13527825361326	4.1099326503125e-16	6.05944097446286e-15
ENSMUSG00000030782.17	1508.45980477534	-1.10913444536438	0.136347748262857	-8.13460038391059	4.13299386837132e-16	6.08910100906415e-15
ENSMUSG00000037894.13	909.295890592978	0.909220952535435	0.111809662034393	8.13186388360386	4.22739356277336e-16	6.22374632355637e-15
ENSMUSG00000021939.8	16628.9999050018	-0.797921312418159	0.0981524517638564	-8.12940785562715	4.31392537158523e-16	6.34662491545096e-15
ENSMUSG00000027894.14	372.059540783737	-1.46410219975325	0.180124214368263	-8.12829193947186	4.35381629899928e-16	6.40075978285716e-15
ENSMUSG00000027074.14	350.1877726967	1.09630665642816	0.134877269394859	8.12817950234949	4.3578557188339e-16	6.40214812102836e-15
ENSMUSG00000040133.2	555.139543685643	-0.996683575466847	0.122662008827399	-8.12544637899506	4.45719003927522e-16	6.54343335432278e-15
ENSMUSG00000022109.6	503.156118046552	1.06537062452439	0.131145779566474	8.12356011795549	4.52704351463309e-16	6.64126915604152e-15
ENSMUSG00000022261.6	8400.7446508586	-0.773289312017107	0.0952243359908296	-8.12071099232005	4.63460485299437e-16	6.79424531425858e-15
ENSMUSG00000018008.8	38.7916602260599	4.08625056735863	0.503530867690206	8.11519378365632	4.85010229031219e-16	7.10512506197646e-15
ENSMUSG00000035678.8	329.215706730625	1.15095157263306	0.141836011714047	8.11466396103598	4.87130910516003e-16	7.13114146073851e-15
ENSMUSG00000012428.9	139.620612184838	1.89225193903078	0.233196032668024	8.11442595048162	4.8808654958089e-16	7.14007799015609e-15
ENSMUSG00000074006.3	37.0414092530343	4.01287505271518	0.494805814713515	8.10999978858084	5.06198499623768e-16	7.39979926835169e-15
ENSMUSG00000015850.11	1340.50852780357	-1.14504502052413	0.141243836186753	-8.10686718399625	5.19415838374524e-16	7.58765297794988e-15
ENSMUSG00000019831.14	324.297398733098	1.10550594210009	0.136385254673202	8.10575853488734	5.24174547902533e-16	7.65176466010154e-15
ENSMUSG00000028150.14	44.3900297919918	3.03997778553887	0.375103398080997	8.10437282384319	5.30182949655649e-16	7.73401573598526e-15
ENSMUSG00000028862.6	296.302416185426	1.45153096993453	0.179126529431394	8.10338353867604	5.34513931374154e-16	7.79169885163803e-15
ENSMUSG00000078657.6	46.1391476695016	2.89127661066978	0.356840091435896	8.10244330740839	5.38662465497977e-16	7.84664302734201e-15
ENSMUSG00000027827.17	106.702391686992	-1.77676416381615	0.219461663848007	-8.09601154325833	5.67904371056526e-16	8.2667853028179e-15
ENSMUSG00000007872.3	2133.46945899026	-0.978510154246529	0.120888363210115	-8.09432875309749	5.7580984969979e-16	8.37596817232079e-15
ENSMUSG00000090290.2	339.48836276558	1.0641856435022	0.131488101769649	8.09339878802509	5.80225096569395e-16	8.43426291112997e-15
ENSMUSG00000042359.18	281.011165342823	1.24394564143676	0.153795988330595	8.08828406344914	6.05111494066532e-16	8.78983936430211e-15
ENSMUSG00000027254.13	3009.31238298715	-0.864078413125276	0.106846377577997	-8.08711004258897	6.10970625777331e-16	8.862501678965e-15
ENSMUSG00000051703.14	85.724163822064	2.19386159051761	0.271277689443501	8.08714345443628	6.10803108571221e-16	8.862501678965e-15
ENSMUSG00000037266.18	4236.76184104846	-0.740608100490213	0.0915832441117658	-8.08672053139322	6.12926863989787e-16	8.88464763954363e-15
ENSMUSG00000021991.9	257.896031150619	-1.31978134798589	0.163271989628244	-8.08332985339931	6.30218615470509e-16	9.12890200350664e-15
ENSMUSG00000027506.15	1106.94270819029	1.05479591012811	0.130535476876482	8.0805305604867	6.44855943220085e-16	9.33439131246148e-15
ENSMUSG00000034818.17	289.599183176733	1.38460276305364	0.171420736690222	8.07721860136319	6.6260703571219e-16	9.58463393965499e-15
ENSMUSG00000038244.14	3492.33275936485	-0.752048192449605	0.0931123167488718	-8.07678531378307	6.64964653316212e-16	9.61201527173016e-15
ENSMUSG00000030660.9	2527.93479321574	0.962378773169788	0.119159491873155	8.07639205271399	6.67111631778315e-16	9.63631571461903e-15
ENSMUSG00000039678.12	1307.71943633875	0.762973736538612	0.0944955928892632	8.07417270171235	6.79356663680894e-16	9.80634514182784e-15
ENSMUSG00000028148.11	78.0669024427999	9.73840435891286	1.20798154774202	8.06171615544627	7.52307227984479e-16	1.08517956840021e-14
ENSMUSG00000023243.9	67.5982038312688	2.53871935664234	0.314976003915125	8.0600405271712	7.62691588677154e-16	1.09939202172731e-14
ENSMUSG00000035024.16	610.362664146724	0.968988862984991	0.12023670161138	8.05901068474821	7.69143762979306e-16	1.10792052487653e-14
ENSMUSG00000045659.18	244.306199580889	1.3694541431353	0.16995872052829	8.05756914901789	7.78265693034389e-16	1.12028015730107e-14
ENSMUSG00000020706.13	2028.94510629324	0.816791037204477	0.101375759303677	8.05706455680128	7.81483833245572e-16	1.12413025665401e-14
ENSMUSG00000029759.9	495.680420636758	-0.992060694948888	0.123142328944223	-8.05621189281099	7.86951694318445e-16	1.1312088809574e-14
ENSMUSG00000027955.16	2743.6441406699	-1.04181168057906	0.129375853705508	-8.05259753454832	8.10550980915026e-16	1.16429876420247e-14
ENSMUSG00000038618.12	325.957077366157	1.29203527581414	0.160451145696649	8.05251511420728	8.11097181153378e-16	1.16429876420247e-14
ENSMUSG00000050157.6	38.1776727226062	3.83176962465513	0.475898886127154	8.05164655004325	8.16875254917982e-16	1.17177979528283e-14
ENSMUSG00000039942.15	106.180060067735	-1.77950965547079	0.221029349637466	-8.05101068428039	8.21131009405343e-16	1.17706825568604e-14
ENSMUSG00000023022.14	4979.44216060703	-0.668258743566647	0.0830141517307761	-8.0499376267059	8.28362413051559e-16	1.18661194695094e-14
ENSMUSG00000006056.13	73.3058931050786	9.64085625362329	1.19787298977177	8.04831258066865	8.39433320750274e-16	1.20080762377036e-14
ENSMUSG00000027322.11	45.1581133832702	5.74391944787545	0.713678278677117	8.04833160751711	8.39302857466497e-16	1.20080762377036e-14
ENSMUSG00000030986.13	685.739486011962	0.853878926619068	0.106203887618385	8.03999689434396	8.98407489238696e-16	1.28428188769194e-14
ENSMUSG00000025857.10	457.267157348042	1.05661811217254	0.131447094833257	8.03835271911393	9.10542142935439e-16	1.30072957366157e-14
ENSMUSG00000022070.7	303.178759545426	1.09819876704441	0.136631107911102	8.03769202954094	9.15463642001208e-16	1.30685751792926e-14
ENSMUSG00000025887.10	620.187421040225	-1.28007364439155	0.159276243967781	-8.03681460902912	9.22040109261226e-16	1.31533790759093e-14
ENSMUSG00000022673.5	1285.13114058869	0.786289209535396	0.0978832338106471	8.03293045115831	9.51716235867049e-16	1.35673675664438e-14
ENSMUSG00000031403.14	942.785626570498	1.20279763775517	0.14985574562922	8.02636984457829	1.00399243544262e-15	1.43027434759852e-14
ENSMUSG00000025364.13	3784.46548977344	1.0208576591406	0.127202682775665	8.02544126322387	1.01161650323063e-15	1.44014365927911e-14
ENSMUSG00000030406.7	42.9382693133193	5.3897501977596	0.671704151481685	8.02399417343271	1.02361159855629e-15	1.4562177383863e-14
ENSMUSG00000047907.11	190.651069164554	-1.42221386038023	0.177271676823968	-8.02279239335283	1.03367970675075e-15	1.46953022227762e-14
ENSMUSG00000037989.15	68.3735952259876	7.09803175802947	0.884936223844615	8.02095288538648	1.04927972024456e-15	1.49068344871282e-14
ENSMUSG00000028318.14	416.036101056716	1.09117132523824	0.13604273094788	8.02079844792503	1.05059993686613e-15	1.49153463926396e-14
ENSMUSG00000032434.9	831.313642862618	0.972975788615243	0.121337064157142	8.01878465886692	1.06796543743634e-15	1.51514849611596e-14
ENSMUSG00000038437.11	1010.78337826419	0.902165510369297	0.112512514880646	8.01835699189834	1.07168957756303e-15	1.51938991856692e-14
ENSMUSG00000031665.7	45.8856064140504	3.33059541117241	0.415520606685262	8.01547590561538	1.09711373129599e-15	1.55436969396285e-14
ENSMUSG00000028649.21	11946.2378439467	0.76395161588697	0.0953141202306553	8.01509381860994	1.10052977402115e-15	1.55814225705869e-14
ENSMUSG00000056481.7	3826.60694531931	-1.04840338221463	0.130857238422022	-8.01181038861201	1.13032042853451e-15	1.59922558578909e-14
ENSMUSG00000046743.6	2877.93302589655	-1.27127870913266	0.158703490169245	-8.01040171061734	1.1433436218495e-15	1.61654564716041e-14
ENSMUSG00000030528.12	347.050109254961	1.44332907639316	0.180259751730795	8.00694033213065	1.17597510991661e-15	1.66154679976947e-14
ENSMUSG00000006143.12	36.3503947302689	4.54338427293822	0.567587262569078	8.00473261569232	1.19726532810975e-15	1.69047326361435e-14
ENSMUSG00000022900.14	132.764469618924	9.53535454791091	1.19198628445118	7.9995505588399	1.24874168601198e-15	1.76195237211171e-14
ENSMUSG00000022286.16	133.026844635476	9.53799372299972	1.19267326597197	7.99715562939754	1.27326263353133e-15	1.79532635136984e-14
ENSMUSG00000002280.11	516.411158837889	0.97412063418774	0.12181491783302	7.99672693227139	1.27770170839512e-15	1.80035829960171e-14
ENSMUSG00000073481.9	1290.53573037965	0.974098728018036	0.121873630742111	7.9926947452584	1.32020731032483e-15	1.85898490225113e-14
ENSMUSG00000069910.2	243.419523400887	1.41156620847182	0.176619341281932	7.99213833675543	1.32618104457242e-15	1.86612618414833e-14
ENSMUSG00000020899.16	730.887068882229	0.846698081399337	0.105951850579704	7.99134773736106	1.334714926936e-15	1.87588063839208e-14
ENSMUSG00000028082.14	1704.05917731519	0.909770329462709	0.113844696517283	7.99132816278878	1.33492690341462e-15	1.87588063839208e-14
ENSMUSG00000042613.9	2945.65640823003	-0.905623191240602	0.113374137082621	-7.98791694952996	1.37237849599392e-15	1.92719953765337e-14
ENSMUSG00000024922.2	131.455766002044	9.52423660072364	1.19238726272619	7.98753634699861	1.37662076065342e-15	1.9318453483118e-14
ENSMUSG00000029484.12	4205.42531549747	-0.793081941889468	0.0992936909988134	-7.98723397138038	1.3800002991997e-15	1.93527499586073e-14
ENSMUSG00000047793.13	5950.26020823765	-1.40148320514112	0.17548367649375	-7.98640211524766	1.38933986584667e-15	1.9470525152465e-14
ENSMUSG00000028614.14	1048.20790980113	0.845194014996228	0.10598904355159	7.9743526941521	1.53181522832685e-15	2.14526729843879e-14
ENSMUSG00000003779.16	810.230041067909	0.809327510934588	0.101544505044803	7.97017534900089	1.58449384540246e-15	2.21754094669486e-14
ENSMUSG00000028640.11	70.2756099463983	9.58515282254357	1.20291068028224	7.96829970808355	1.60872335355455e-15	2.24992850360215e-14
ENSMUSG00000042496.18	401.851070171721	1.04144094058696	0.130751820581121	7.96502057071424	1.65196294446597e-15	2.30884145312693e-14
ENSMUSG00000074063.10	150.909601876176	2.00177035862906	0.251420834278618	7.96183166113731	1.69510993927007e-15	2.36754551612434e-14
ENSMUSG00000031273.16	142.310360837785	-1.5524265498612	0.19514948441168	-7.9550635480351	1.79039587433085e-15	2.49894322945571e-14
ENSMUSG00000028673.10	1213.53932221106	-0.781437037308101	0.0982668140542904	-7.9521967291661	1.83232971604144e-15	2.55574782038552e-14
ENSMUSG00000042115.4	971.319729212075	-0.930811006114905	0.117112015119798	-7.94804021741699	1.89485144446648e-15	2.64117265018795e-14
ENSMUSG00000032320.7	2593.01982567381	-0.763284564180197	0.0960557388388256	-7.94626717161514	1.92215634305719e-15	2.67742787583421e-14
ENSMUSG00000029207.16	1616.26471472257	-0.700860324048005	0.0882067496496102	-7.94565412320578	1.93168714949716e-15	2.68889291301136e-14
ENSMUSG00000038685.18	717.875327134357	0.862468383274676	0.108590243305003	7.94241137163877	1.98288032983087e-15	2.75829721738746e-14
ENSMUSG00000026833.18	354.81439351007	-1.20194943867031	0.151391442710861	-7.93934859954986	2.03245808468395e-15	2.82536259957577e-14
ENSMUSG00000041420.18	252.305625946383	-1.19436647541017	0.150466349729575	-7.93776467334221	2.05857432869768e-15	2.85974546602495e-14
ENSMUSG00000022365.6	1770.57438083207	-0.726344186557794	0.0915342319472573	-7.93521910989889	2.1012403147638e-15	2.91705744368384e-14
ENSMUSG00000035064.17	1949.33565706829	0.726018100598747	0.0915288518930511	7.93212288347153	2.15431107551135e-15	2.98872733715307e-14
ENSMUSG00000032815.16	309.794512203208	1.27993965998663	0.16141503233003	7.92949480299743	2.20039167948386e-15	3.05061004625493e-14
ENSMUSG00000097636.8	41.2735833551871	5.59985612557477	0.706247413076008	7.92902886707226	2.20866207078575e-15	3.06002511280665e-14
ENSMUSG00000033170.14	237.889830897978	1.3727698218992	0.173206122551338	7.92564259090967	2.26969536670959e-15	3.14247983001257e-14
ENSMUSG00000030022.14	376.387412539666	1.53816867138787	0.194372505822324	7.913509500124	2.50232734534024e-15	3.46225024336876e-14
ENSMUSG00000095567.8	1440.78690834592	0.856833773939493	0.108299627699474	7.91169639398173	2.53904994122831e-15	3.51071176699918e-14
ENSMUSG00000021260.8	239.071851895115	-1.22914810925911	0.155379302529353	-7.91062959641557	2.56090427461522e-15	3.53856412294027e-14
ENSMUSG00000018209.15	935.385909098464	0.957038116914311	0.120985938549409	7.91032518645522	2.56717429162498e-15	3.54485982792141e-14
ENSMUSG00000037386.16	39.5169175995238	3.78532413010763	0.478643566472708	7.90844042468389	2.606333178917e-15	3.59653114115398e-14
ENSMUSG00000022075.7	488.416015361463	1.03356788600179	0.130702179554873	7.90780910862983	2.61958080983682e-15	3.61240193676497e-14
ENSMUSG00000107019.1	139.124888474082	-1.55869083612312	0.19716801241714	-7.90539406983249	2.67087312802109e-15	3.68068025670327e-14
ENSMUSG00000028822.11	1573.81806565755	-0.757451788784309	0.0958702951828523	-7.90079750291401	2.77124553569784e-15	3.81645898175165e-14
ENSMUSG00000025932.14	212.238688659429	-1.43033385557912	0.181085197542742	-7.89867904714583	2.81874657210047e-15	3.87929293705244e-14
ENSMUSG00000031355.16	202.518875806623	-1.29702923830858	0.164271193230918	-7.89565847059582	2.88786482802475e-15	3.97177419997952e-14
ENSMUSG00000024891.6	165.46018888143	1.8187392789432	0.230464156942084	7.89163617924436	2.98250140545246e-15	4.0992054200521e-14
ENSMUSG00000029135.10	5845.05731426504	-0.677779372599866	0.0858952266876989	-7.89076877419699	3.00330653294006e-15	4.12505947104018e-14
ENSMUSG00000042225.3	1480.80066905659	1.03178664825732	0.13079458414205	7.88860376005126	3.05586095285062e-15	4.19445811610585e-14
ENSMUSG00000061731.9	2112.44090453367	-0.722191525553729	0.0915500509007197	-7.88848852019646	3.05868357232379e-15	4.1955483881643e-14
ENSMUSG00000032536.12	1630.71776377278	0.804077326733862	0.101948399678745	7.8871010164714	3.09287049012671e-15	4.23963062215183e-14
ENSMUSG00000002870.8	908.401683359887	0.849773450682593	0.107780042187335	7.88433028450279	3.16226865935603e-15	4.33188921978672e-14
ENSMUSG00000096883.2	189.147348899291	7.13474796281022	0.905217580284224	7.88180446138709	3.22686725609601e-15	4.417455274146e-14
ENSMUSG00000064215.13	529.828806981404	-1.10548142232123	0.140275843428312	-7.88076831550961	3.25374122582524e-15	4.45129876033036e-14
ENSMUSG00000039530.17	1366.89976391938	-0.734650694341828	0.0932835907864113	-7.87545470911315	3.39505844642387e-15	4.64155875507453e-14
ENSMUSG00000019558.14	1903.18115839363	-0.719752688129038	0.0914635381176561	-7.86928543266245	3.5667256999658e-15	4.8730330980048e-14
ENSMUSG00000062510.12	94.0656516490602	1.89929231289973	0.241432389655246	7.86676682284357	3.63924049835501e-15	4.96882440319957e-14
ENSMUSG00000027210.20	990.502359255899	-0.866785032448623	0.110187749406397	-7.86643739542885	3.64883194481303e-15	4.97863382443651e-14
ENSMUSG00000024897.9	72.0256395889566	-2.04655666999618	0.260275379131527	-7.86304366100636	3.74910262911429e-15	5.11207566797819e-14
ENSMUSG00000055945.8	34.8695957473248	4.0444258462571	0.514609942978738	7.85920657274242	3.86574260971969e-15	5.26764729130776e-14
ENSMUSG00000000142.15	198.94762466135	1.31332280130477	0.167196006481857	7.85498905709381	3.99807055344066e-15	5.44437718221988e-14
ENSMUSG00000028399.18	534.77174245	-1.21617531965936	0.154908855368293	-7.85090895396473	4.13032733489997e-15	5.62077769226355e-14
ENSMUSG00000038539.15	2796.89615641912	-0.931605336924633	0.118713076043016	-7.84753767636399	4.24284972238996e-15	5.77010825165262e-14
ENSMUSG00000012443.4	847.593241843755	1.11347653447986	0.141894609897665	7.84720811652327	4.2540099605546e-15	5.7814846277314e-14
ENSMUSG00000027947.11	462.505117090963	0.964146173989148	0.122999380847426	7.8386262381688	4.55502150331803e-15	6.18651476008755e-14
ENSMUSG00000066571.13	759.356388914226	0.854381736617147	0.109008252307353	7.83777116440862	4.58613805538689e-15	6.22468934879775e-14
ENSMUSG00000029640.17	789.046988927635	0.831911443778084	0.106145608471618	7.83745513127401	4.59769154071661e-15	6.23627865703103e-14
ENSMUSG00000104164.1	55.2371374118398	2.5225703038239	0.321900720552718	7.83648542163103	4.63332115888779e-15	6.28048808463918e-14
ENSMUSG00000046711.16	816.826552532316	0.8251975544179	0.105344738150052	7.83330585759771	4.75206394918018e-15	6.43722611583445e-14
ENSMUSG00000032479.15	12184.1949113801	0.602391689282696	0.0769119880638246	7.83222101582926	4.79325951458723e-15	6.48878095937413e-14
ENSMUSG00000037101.16	63.5486681552765	9.43395109149177	1.20522009395545	7.82757534396079	4.97368584001095e-15	6.72862600396511e-14
ENSMUSG00000079042.10	117.934963776456	9.36371625124808	1.19681505888772	7.823862326691	5.12268293793758e-15	6.92566644256463e-14
ENSMUSG00000003992.15	450.266834960539	-1.00404150774503	0.128390735782193	-7.82020214798301	5.27385768751854e-15	7.12539165684657e-14
ENSMUSG00000015653.13	2015.48098094012	-0.739843702806813	0.0946222578599009	-7.81891829195449	5.32791777871398e-15	7.19373232719965e-14
ENSMUSG00000020897.12	338.184919159121	1.11824255749243	0.143092964575674	7.81479760943135	5.50514138806869e-15	7.42817022910638e-14
ENSMUSG00000047881.14	924.939424749817	1.00966804201709	0.129215838333836	7.8138102498593	5.54846048310765e-15	7.48174087960116e-14
ENSMUSG00000020315.18	22253.9716609771	-0.661090945326032	0.0846093180391148	-7.8134531827855	5.56420879895236e-15	7.49808853461431e-14
ENSMUSG00000029247.17	4739.7510327185	0.836273527833261	0.107048080903598	7.8121300332919	5.6229503858672e-15	7.57231306846764e-14
ENSMUSG00000055675.6	59.5010916431808	2.6573051772568	0.340205454205418	7.81088352467242	5.67884770316133e-15	7.64261319062407e-14
ENSMUSG00000040548.16	696.203001115145	0.891850205349808	0.114219489729067	7.80821388245834	5.80040938956368e-15	7.80113577523567e-14
ENSMUSG00000033880.11	1043.24593250895	-1.18196557690089	0.151398042977087	-7.8070069708878	5.85620320727763e-15	7.87105674740336e-14
ENSMUSG00000028048.11	1679.1851813443	-0.743669891331169	0.095323153848107	-7.80156616005564	6.11435367781766e-15	8.21268868997781e-14
ENSMUSG00000026727.10	1749.89585086025	-0.725038702854369	0.0929518353752723	-7.80015477830198	6.18312914997004e-15	8.29967725289619e-14
ENSMUSG00000026483.13	2838.92285579409	-0.67685219597695	0.0868079987253597	-7.7971178453077	6.333708771452e-15	8.49628832279408e-14
ENSMUSG00000021820.18	1607.53072151861	-0.721914821830686	0.0926264564607921	-7.79382964019859	6.50081812141647e-15	8.71480381344781e-14
